dexnum,name,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group
0641,Tornadus,5,Flying,,Cyclone Pokémon,1.5,63.0,Prankster,Defiant,,79,115,70,125,80,111,580,3 Attack,3,90,290,Slow,Undiscovered,,100.0,0.0,120,Legendary
0642,Thundurus,5,Electric,Flying,Bolt Strike Pokémon,1.5,61.0,Prankster,Defiant,,79,115,70,125,80,111,580,3 Attack,3,90,290,Slow,Undiscovered,,100.0,0.0,120,Legendary
0643,Reshiram,5,Dragon,Fire,Vast White Pokémon,3.2,330.0,Turboblaze,,,100,120,100,150,120,90,680,3 Sp. Atk,3,0,306,Slow,Undiscovered,,,,120,Legendary
0644,Zekrom,5,Dragon,Electric,Deep Black Pokémon,2.9,345.0,Teravolt,,,100,150,120,120,100,90,680,3 Attack,3,0,306,Slow,Undiscovered,,,,120,Legendary
0645,Landorus,5,Ground,Flying,Abundance Pokémon,1.5,68.0,Sand Force,Sheer Force,,89,125,90,115,80,101,600,3 Sp. Atk,3,90,300,Slow,Undiscovered,,100.0,0.0,120,Legendary
0646,Kyurem,5,Dragon,Ice,Boundary Pokémon,3.0,325.0,Pressure,,,125,130,90,130,90,95,660,"1 HP, 1 Attack, 1 Sp. Atk",3,0,297,Slow,Undiscovered,,,,120,Legendary
0647,Keldeo,5,Water,Fighting,Colt Pokémon,1.4,48.5,Justified,,,91,72,90,129,90,108,580,3 Sp. Atk,3,35,261,Slow,Undiscovered,,,,80,Mythical
0648,Meloetta,5,Normal,Psychic,Melody Pokémon,0.6,6.5,Serene Grace,,,100,77,77,128,128,90,600,"1 Sp. Atk, 1 Sp. Def, 1 Speed",3,100,300,Slow,Undiscovered,,,,120,Mythical
0649,Genesect,5,Bug,Steel,Paleozoic Pokémon,1.5,82.5,Download,,,71,120,95,120,95,99,600,"1 Attack, 1 Sp. Atk, 1 Speed",3,0,270,Slow,Undiscovered,,,,120,Mythical
0650,Chespin,6,Grass,,Spiny Nut Pokémon,0.4,9.0,Overgrow,Bulletproof,,56,61,65,48,45,38,313,1 Defense,45,50,63,Medium Slow,Field,,87.5,12.5,20,Ordinary
0651,Quilladin,6,Grass,,Spiny Armor Pokémon,0.7,29.0,Overgrow,Bulletproof,,61,78,95,56,58,57,405,2 Defense,45,50,142,Medium Slow,Field,,87.5,12.5,20,Ordinary
0652,Chesnaught,6,Grass,Fighting,Spiny Armor Pokémon,1.6,90.0,Overgrow,Bulletproof,,88,107,122,74,75,64,530,3 Defense,45,50,265,Medium Slow,Field,,87.5,12.5,20,Ordinary
0653,Fennekin,6,Fire,,Fox Pokémon,0.4,9.4,Blaze,Magician,,40,45,40,62,60,60,307,1 Sp. Atk,45,50,61,Medium Slow,Field,,87.5,12.5,20,Ordinary
0654,Braixen,6,Fire,,Fox Pokémon,1.0,14.5,Blaze,Magician,,59,59,58,90,70,73,409,2 Sp. Atk,45,50,143,Medium Slow,Field,,87.5,12.5,20,Ordinary
0655,Delphox,6,Fire,Psychic,Fox Pokémon,1.5,39.0,Blaze,Magician,,75,69,72,114,100,104,534,3 Sp. Atk,45,50,267,Medium Slow,Field,,87.5,12.5,20,Ordinary
0656,Froakie,6,Water,,Bubble Frog Pokémon,0.3,7.0,Torrent,Protean,,41,56,40,62,44,71,314,1 Speed,45,50,63,Medium Slow,Water 1,,87.5,12.5,20,Ordinary
0657,Frogadier,6,Water,,Bubble Frog Pokémon,0.6,10.9,Torrent,Protean,,54,63,52,83,56,97,405,2 Speed,45,50,142,Medium Slow,Water 1,,87.5,12.5,20,Ordinary
0658,Greninja,6,Water,Dark,Ninja Pokémon,1.5,40.0,Torrent,Protean,,72,95,67,103,71,122,530,3 Speed,45,50,265,Medium Slow,Water 1,,87.5,12.5,20,Ordinary
0659,Bunnelby,6,Normal,,Digging Pokémon,0.4,5.0,Pickup,Cheek Pouch,Huge Power,38,36,38,32,36,57,237,1 Speed,255,50,47,Medium Fast,Field,,50.0,50.0,15,Ordinary
0660,Diggersby,6,Normal,Ground,Digging Pokémon,1.0,42.4,Pickup,Cheek Pouch,Huge Power,85,56,77,50,77,78,423,2 HP,127,50,148,Medium Fast,Field,,50.0,50.0,15,Ordinary
0661,Fletchling,6,Normal,Flying,Tiny Robin Pokémon,0.3,1.7,Big Pecks,Gale Wings,,45,50,43,40,38,62,278,1 Speed,255,50,56,Medium Slow,Flying,,50.0,50.0,15,Ordinary
0662,Fletchinder,6,Fire,Flying,Ember Pokémon,0.7,16.0,Flame Body,Gale Wings,,62,73,55,56,52,84,382,2 Speed,120,50,134,Medium Slow,Flying,,50.0,50.0,15,Ordinary
0663,Talonflame,6,Fire,Flying,Scorching Pokémon,1.2,24.5,Flame Body,Gale Wings,,78,81,71,74,69,126,499,3 Speed,45,50,175,Medium Slow,Flying,,50.0,50.0,15,Ordinary
0664,Scatterbug,6,Bug,,Scatterdust Pokémon,0.3,2.5,Shield Dust,Compound Eyes,Friend Guard,38,35,40,27,25,35,200,1 Defense,255,50,40,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0665,Spewpa,6,Bug,,Scatterdust Pokémon,0.3,8.4,Shed Skin,Friend Guard,,45,22,60,27,30,29,213,2 Defense,120,50,75,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0666,Vivillon,6,Bug,Flying,Scale Pokémon,1.2,17.0,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,"1 HP, 1 Sp. Atk, 1 Speed",45,50,206,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0667,Litleo,6,Fire,Normal,Lion Cub Pokémon,0.6,13.5,Rivalry,Unnerve,Moxie,62,50,58,73,54,72,369,1 Sp. Atk,220,50,74,Medium Slow,Field,,12.5,87.5,20,Ordinary
0668,Pyroar,6,Fire,Normal,Royal Pokémon,1.5,81.5,Rivalry,Unnerve,Moxie,86,68,72,109,66,106,507,2 Sp. Atk,65,50,177,Medium Slow,Field,,12.5,87.5,20,Ordinary
0669,Flabébé,6,Fairy,,Single Bloom Pokémon,0.1,0.1,Flower Veil,Symbiosis,,44,38,39,61,79,42,303,1 Sp. Def,225,50,61,Medium Fast,Fairy,,0.0,100.0,20,Ordinary
0670,Floette,6,Fairy,,Single Bloom Pokémon,0.2,0.9,Flower Veil,Symbiosis,,54,45,47,75,98,52,371,2 Sp. Def,120,50,130,Medium Fast,Fairy,,0.0,100.0,20,Ordinary
0671,Florges,6,Fairy,,Garden Pokémon,1.1,10.0,Flower Veil,Symbiosis,,78,65,68,112,154,75,552,3 Sp. Def,45,50,276,Medium Fast,Fairy,,0.0,100.0,20,Ordinary
0672,Skiddo,6,Grass,,Mount Pokémon,0.9,31.0,Sap Sipper,Grass Pelt,,66,65,48,62,57,52,350,1 HP,200,50,70,Medium Fast,Field,,50.0,50.0,20,Ordinary
0673,Gogoat,6,Grass,,Mount Pokémon,1.7,91.0,Sap Sipper,Grass Pelt,,123,100,62,97,81,68,531,2 HP,45,50,186,Medium Fast,Field,,50.0,50.0,20,Ordinary
0674,Pancham,6,Fighting,,Playful Pokémon,0.6,8.0,Iron Fist,Mold Breaker,Scrappy,67,82,62,46,48,43,348,1 Attack,220,50,70,Medium Fast,Field ,Human-Like,50.0,50.0,25,Ordinary
0675,Pangoro,6,Fighting,Dark,Daunting Pokémon,2.1,136.0,Iron Fist,Mold Breaker,Scrappy,95,124,78,69,71,58,495,2 Attack,65,50,173,Medium Fast,Field ,Human-Like,50.0,50.0,25,Ordinary
0676,Furfrou,6,Normal,,Poodle Pokémon,1.2,28.0,Fur Coat,,,75,80,60,65,90,102,472,1 Speed,160,50,165,Medium Fast,Field,,50.0,50.0,20,Ordinary
0677,Espurr,6,Psychic,,Restraint Pokémon,0.3,3.5,Keen Eye,Infiltrator,Own Tempo,62,48,54,63,60,68,355,1 Speed,190,50,71,Medium Fast,Field,,50.0,50.0,20,Ordinary
0678,Meowstic,6,Psychic,,Constraint Pokémon,0.6,8.5,Keen Eye,Infiltrator,Prankster,74,48,76,83,81,104,466,2 Speed,75,50,163,Medium Fast,Field,,100.0,0.0,20,Ordinary
0679,Honedge,6,Steel,Ghost,Sword Pokémon,0.8,2.0,No Guard,,,45,80,100,35,37,28,325,1 Defense,180,50,65,Medium Fast,Mineral,,50.0,50.0,20,Ordinary
0680,Doublade,6,Steel,Ghost,Sword Pokémon,0.8,4.5,No Guard,,,59,110,150,45,49,35,448,2 Defense,90,50,157,Medium Fast,Mineral,,50.0,50.0,20,Ordinary
0681,Aegislash,6,Steel,Ghost,Royal Sword Pokémon,1.7,53.0,Stance Change,,,60,50,140,50,140,60,500,"2 Defense, 1 Sp. Def",45,50,234,Medium Fast,Mineral,,50.0,50.0,20,Ordinary
0682,Spritzee,6,Fairy,,Perfume Pokémon,0.2,0.5,Healer,Aroma Veil,,78,52,60,63,65,23,341,1 HP,200,50,68,Medium Fast,Fairy,,50.0,50.0,20,Ordinary
0683,Aromatisse,6,Fairy,,Fragrance Pokémon,0.8,15.5,Healer,Aroma Veil,,101,72,72,99,89,29,462,2 HP,140,50,162,Medium Fast,Fairy,,50.0,50.0,20,Ordinary
0684,Swirlix,6,Fairy,,Cotton Candy Pokémon,0.4,3.5,Sweet Veil,Unburden,,62,48,66,59,57,49,341,1 Defense,200,50,68,Medium Fast,Fairy,,50.0,50.0,20,Ordinary
0685,Slurpuff,6,Fairy,,Meringue Pokémon,0.8,5.0,Sweet Veil,Unburden,,82,80,86,85,75,72,480,2 Defense,140,50,168,Medium Fast,Fairy,,50.0,50.0,20,Ordinary
0686,Inkay,6,Dark,Psychic,Revolving Pokémon,0.4,3.5,Contrary,Suction Cups,Infiltrator,53,54,53,37,46,45,288,1 Attack,190,50,58,Medium Fast,Water 1 ,Water 2,50.0,50.0,20,Ordinary
0687,Malamar,6,Dark,Psychic,Overturning Pokémon,1.5,47.0,Contrary,Suction Cups,Infiltrator,86,92,88,68,75,73,482,2 Attack,80,50,169,Medium Fast,Water 1 ,Water 2,50.0,50.0,20,Ordinary
0688,Binacle,6,Rock,Water,Two-Handed Pokémon,0.5,31.0,Sniper,Tough Claws,Pickpocket,42,52,67,39,56,50,306,1 Attack,120,50,61,Medium Fast,Water 3,,50.0,50.0,20,Ordinary
0689,Barbaracle,6,Rock,Water,Collective Pokémon,1.3,96.0,Sniper,Tough Claws,Pickpocket,72,105,115,54,86,68,500,2 Attack,45,50,175,Medium Fast,Water 3,,50.0,50.0,20,Ordinary
0690,Skrelp,6,Poison,Water,Mock Kelp Pokémon,0.5,7.3,Poison Point,Poison Touch,Adaptability,50,60,60,60,60,30,320,1 Sp. Def,225,50,64,Medium Fast,Dragon ,Water 1,50.0,50.0,20,Ordinary
0691,Dragalge,6,Poison,Dragon,Mock Kelp Pokémon,1.8,81.5,Poison Point,Poison Touch,Adaptability,65,75,90,97,123,44,494,2 Sp. Def,55,50,173,Medium Fast,Dragon ,Water 1,50.0,50.0,20,Ordinary
0692,Clauncher,6,Water,,Water Gun Pokémon,0.5,8.3,Mega Launcher,,,50,53,62,58,63,44,330,1 Sp. Atk,225,50,66,Slow,Water 1 ,Water 3,50.0,50.0,15,Ordinary
0693,Clawitzer,6,Water,,Howitzer Pokémon,1.3,35.3,Mega Launcher,,,71,73,88,120,89,59,500,2 Sp. Atk,55,50,100,Slow,Water 1 ,Water 3,50.0,50.0,15,Ordinary
0694,Helioptile,6,Electric,Normal,Generator Pokémon,0.5,6.0,Dry Skin,Sand Veil,Solar Power,44,38,33,61,43,70,289,1 Speed,190,50,58,Medium Fast,Dragon ,Monster,50.0,50.0,20,Ordinary
0695,Heliolisk,6,Electric,Normal,Generator Pokémon,1.0,21.0,Dry Skin,Sand Veil,Solar Power,62,55,52,109,94,109,481,"1 Sp. Atk, 1 Speed",75,50,168,Medium Fast,Dragon ,Monster,50.0,50.0,20,Ordinary
0696,Tyrunt,6,Rock,Dragon,Royal Heir Pokémon,0.8,26.0,Strong Jaw,Sturdy,,58,89,77,45,45,48,362,1 Attack,45,50,72,Medium Fast,Dragon ,Monster,87.5,12.5,30,Fossil
0697,Tyrantrum,6,Rock,Dragon,Despot Pokémon,2.5,270.0,Strong Jaw,Rock Head,,82,121,119,69,59,71,521,2 Attack,45,50,182,Medium Fast,Dragon ,Monster,87.5,12.5,30,Fossil
0698,Amaura,6,Rock,Ice,Tundra Pokémon,1.3,25.2,Refrigerate,Snow Warning,,77,59,50,67,63,46,362,1 HP,45,50,72,Medium Fast,Monster,,87.5,12.5,30,Fossil
0699,Aurorus,6,Rock,Ice,Tundra Pokémon,2.7,225.0,Refrigerate,Snow Warning,,123,77,72,99,92,58,521,2 HP,45,50,104,Medium Fast,Monster,,87.5,12.5,30,Fossil
0700,Sylveon,6,Fairy,,Intertwining Pokémon,1.0,23.5,Cute Charm,Pixilate,,95,65,65,110,130,60,525,2 Sp. Def,45,50,184,Medium Fast,Field,,87.5,12.5,35,Ordinary
0701,Hawlucha,6,Fighting,Flying,Wrestling Pokémon,0.8,21.5,Limber,Unburden,Mold Breaker,78,92,75,74,63,118,500,2 Attack,100,50,175,Medium Fast,Flying ,Human-Like,50.0,50.0,20,Ordinary
0702,Dedenne,6,Electric,Fairy,Antenna Pokémon,0.2,2.2,Cheek Pouch,Pickup,Plus,67,58,57,81,67,101,431,2 Speed,180,50,151,Medium Fast,Fairy ,Field,50.0,50.0,20,Ordinary
0703,Carbink,6,Rock,Fairy,Jewel Pokémon,0.3,5.7,Clear Body,Sturdy,,50,50,150,50,150,50,500,"1 Defense, 1 Sp. Def",60,50,100,Slow,Fairy ,Mineral,,,25,Ordinary
0704,Goomy,6,Dragon,,Soft Tissue Pokémon,0.3,2.8,Sap Sipper,Hydration,Gooey,45,50,35,55,75,40,300,1 Sp. Def,45,35,60,Slow,Dragon,,50.0,50.0,40,Ordinary
0705,Sliggoo,6,Dragon,,Soft Tissue Pokémon,0.8,17.5,Sap Sipper,Hydration,Gooey,68,75,53,83,113,60,452,2 Sp. Def,45,35,158,Slow,Dragon,,50.0,50.0,40,Ordinary
0706,Goodra,6,Dragon,,Dragon Pokémon,2.0,150.5,Sap Sipper,Hydration,Gooey,90,100,70,110,150,80,600,3 Sp. Def,45,35,300,Slow,Dragon,,50.0,50.0,40,Ordinary
0707,Klefki,6,Steel,Fairy,Key Ring Pokémon,0.2,3.0,Prankster,Magician,,57,80,91,80,87,75,470,1 Defense,75,50,165,Fast,Mineral,,50.0,50.0,20,Ordinary
0708,Phantump,6,Ghost,Grass,Stump Pokémon,0.4,7.0,Natural Cure,Frisk,Harvest,43,70,48,50,60,38,309,1 Attack,120,50,62,Medium Fast,Amorphous ,Grass,50.0,50.0,20,Ordinary
0709,Trevenant,6,Ghost,Grass,Elder Tree Pokémon,1.5,71.0,Natural Cure,Frisk,Harvest,85,110,76,65,82,56,474,2 Attack,60,50,166,Medium Fast,Amorphous ,Grass,50.0,50.0,20,Ordinary
0710,Pumpkaboo,6,Ghost,Grass,Pumpkin Pokémon,0.4,5.0,Pickup,Frisk,Insomnia,49,66,70,44,55,51,335,1 Defense,120,50,67,Medium Fast,Amorphous,,50.0,50.0,20,Ordinary
0711,Gourgeist,6,Ghost,Grass,Pumpkin Pokémon,0.9,12.5,Pickup,Frisk,Insomnia,65,90,122,58,75,84,494,2 Defense,60,50,173,Medium Fast,Amorphous,,50.0,50.0,20,Ordinary
0712,Bergmite,6,Ice,,Ice Chunk Pokémon,1.0,99.5,Own Tempo,Ice Body,Sturdy,55,69,85,32,35,28,304,1 Defense,190,50,61,Medium Fast,Mineral ,Monster,50.0,50.0,20,Ordinary
0713,Avalugg,6,Ice,,Iceberg Pokémon,2.0,505.0,Own Tempo,Ice Body,Sturdy,95,117,184,44,46,28,514,2 Defense,55,50,180,Medium Fast,Mineral ,Monster,50.0,50.0,20,Ordinary
0714,Noibat,6,Flying,Dragon,Sound Wave Pokémon,0.5,8.0,Frisk,Infiltrator,Telepathy,40,30,35,45,40,55,245,1 Speed,190,50,49,Medium Fast,Dragon ,Flying,50.0,50.0,20,Ordinary
0715,Noivern,6,Flying,Dragon,Sound Wave Pokémon,1.5,85.0,Frisk,Infiltrator,Telepathy,85,70,80,97,80,123,535,2 Speed,45,50,187,Medium Fast,Dragon ,Flying,50.0,50.0,20,Ordinary
0716,Xerneas,6,Fairy,,Life Pokémon,3.0,215.0,Fairy Aura,,,126,131,95,131,98,99,680,3 HP,45,0,306,Slow,Undiscovered,,,,120,Legendary
0717,Yveltal,6,Dark,Flying,Destruction Pokémon,5.8,203.0,Dark Aura,,,126,131,95,131,98,99,680,3 HP,45,0,306,Slow,Undiscovered,,,,120,Legendary
0718,Zygarde,6,Dragon,Ground,Order Pokémon,5.0,305.0,Aura Break,Power Construct,,108,100,121,81,95,95,600,3 HP,3,0,270,Slow,Undiscovered,,,,120,Legendary
0719,Diancie,6,Rock,Fairy,Jewel Pokémon,0.7,8.8,Clear Body,,,50,100,150,100,150,50,600,"1 Defense, 2 Sp. Def",3,50,300,Slow,Undiscovered,,,,25,Mythical
0720,Hoopa,6,Psychic,Ghost,Mischief Pokémon,0.5,9.0,Magician,,,80,110,60,150,130,70,600,3 Sp. Atk,3,100,300,Slow,Undiscovered,,,,120,Mythical
0721,Volcanion,6,Fire,Water,Steam Pokémon,1.7,195.0,Water Absorb,,,80,110,120,130,90,70,600,3 Sp. Atk,3,100,300,Slow,Undiscovered,,,,120,Mythical
0722,Rowlet,7,Grass,Flying,Grass Quill Pokémon,0.3,1.5,Overgrow,Long Reach,,68,55,55,50,50,42,320,1 HP,45,50,64,Medium Slow,Flying,,87.5,12.5,15,Ordinary
0723,Dartrix,7,Grass,Flying,Blade Quill Pokémon,0.7,16.0,Overgrow,Long Reach,,78,75,75,70,70,52,420,2 HP,45,50,147,Medium Slow,Flying,,87.5,12.5,15,Ordinary
0724,Decidueye,7,Grass,Ghost,Arrow Quill Pokémon,1.6,36.6,Overgrow,Long Reach,,78,107,75,100,100,70,530,3 Attack,45,50,265,Medium Slow,Flying,,87.5,12.5,15,Ordinary
0725,Litten,7,Fire,,Fire Cat Pokémon,0.4,4.3,Blaze,Intimidate,,45,65,40,60,40,70,320,1 Speed,45,50,64,Medium Slow,Field,,87.5,12.5,15,Ordinary
0726,Torracat,7,Fire,,Fire Cat Pokémon,0.7,25.0,Blaze,Intimidate,,65,85,50,80,50,90,420,2 Speed,45,50,147,Medium Slow,Field,,87.5,12.5,15,Ordinary
0727,Incineroar,7,Fire,Dark,Heel Pokémon,1.8,83.0,Blaze,Intimidate,,95,115,90,80,90,60,530,3 Attack,45,50,239,Medium Slow,Field,,87.5,12.5,15,Ordinary
0728,Popplio,7,Water,,Sea Lion Pokémon,0.4,7.5,Torrent,Liquid Voice,,50,54,54,66,56,40,320,1 Sp. Atk,45,50,64,Medium Slow,Field ,Water 1,87.5,12.5,15,Ordinary
0729,Brionne,7,Water,,Pop Star Pokémon,0.6,17.5,Torrent,Liquid Voice,,60,69,69,91,81,50,420,2 Sp. Atk,45,50,147,Medium Slow,Field ,Water 1,87.5,12.5,15,Ordinary
0730,Primarina,7,Water,Fairy,Soloist Pokémon,1.8,44.0,Torrent,Liquid Voice,,80,74,74,126,116,60,530,3 Sp. Atk,45,50,239,Medium Slow,Field ,Water 1,87.5,12.5,15,Ordinary
0731,Pikipek,7,Normal,Flying,Woodpecker Pokémon,0.3,1.2,Keen Eye,Skill Link,Pickup,35,75,30,30,30,65,265,1 Attack,255,50,53,Medium Fast,Flying,,50.0,50.0,15,Ordinary
0732,Trumbeak,7,Normal,Flying,Bugle Beak Pokémon,0.6,14.8,Keen Eye,Skill Link,Pickup,55,85,50,40,50,75,355,2 Attack,120,50,124,Medium Fast,Flying,,50.0,50.0,15,Ordinary
0733,Toucannon,7,Normal,Flying,Cannon Pokémon,1.1,26.0,Keen Eye,Skill Link,Sheer Force,80,120,75,75,75,60,485,3 Attack,45,50,218,Medium Fast,Flying,,50.0,50.0,15,Ordinary
0734,Yungoos,7,Normal,,Loitering Pokémon,0.4,6.0,Strong Jaw,Stakeout,Adaptability,48,70,30,30,30,45,253,1 Attack,255,50,51,Medium Fast,Field,,50.0,50.0,15,Ordinary
0735,Gumshoos,7,Normal,,Stakeout Pokémon,0.7,14.2,Strong Jaw,Stakeout,Adaptability,88,110,60,55,60,45,418,2 Attack,127,50,146,Medium Fast,Field,,50.0,50.0,15,Ordinary
0736,Grubbin,7,Bug,,Larva Pokémon,0.4,4.4,Swarm,,,47,62,45,55,45,46,300,1 Attack,255,50,60,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0737,Charjabug,7,Bug,Electric,Battery Pokémon,0.5,10.5,Battery,,,57,82,95,55,75,36,400,2 Defense,120,50,140,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0738,Vikavolt,7,Bug,Electric,Stag Beetle Pokémon,1.5,45.0,Levitate,,,77,70,90,145,75,43,500,3 Sp. Atk,45,50,225,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0739,Crabrawler,7,Fighting,,Boxing Pokémon,0.6,7.0,Hyper Cutter,Iron Fist,Anger Point,47,82,57,42,47,63,338,1 Attack,225,50,68,Medium Fast,Water 3,,50.0,50.0,20,Ordinary
0740,Crabominable,7,Fighting,Ice,Woolly Crab Pokémon,1.7,180.0,Hyper Cutter,Iron Fist,Anger Point,97,132,77,62,67,43,478,2 Attack,60,50,167,Medium Fast,Water 3,,50.0,50.0,20,Ordinary
0741,Oricorio,7,Fire,Flying,Dancing Pokémon,0.6,3.4,Dancer,,,75,70,70,98,70,93,476,2 Sp. Atk,45,50,167,Medium Fast,Flying,,25.0,75.0,20,Ordinary
0742,Cutiefly,7,Bug,Fairy,Bee Fly Pokémon,0.1,0.2,Honey Gather,Shield Dust,Sweet Veil,40,45,40,55,40,84,304,1 Speed,190,50,61,Medium Fast,Bug ,Fairy,50.0,50.0,20,Ordinary
0743,Ribombee,7,Bug,Fairy,Bee Fly Pokémon,0.2,0.5,Honey Gather,Shield Dust,Sweet Veil,60,55,60,95,70,124,464,2 Speed,75,50,162,Medium Fast,Bug ,Fairy,50.0,50.0,20,Ordinary
0744,Rockruff,7,Rock,,Puppy Pokémon,0.5,9.2,Keen Eye,Vital Spirit,Steadfast,45,65,40,30,40,60,280,1 Attack,190,50,56,Medium Fast,Field,,50.0,50.0,15,Ordinary
0745,Lycanroc,7,Rock,,Wolf Pokémon,0.8,25.0,Keen Eye,Sand Rush,Steadfast,75,115,65,55,65,112,487,2 Attack,90,50,170,Medium Fast,Field,,50.0,50.0,15,Ordinary
0746,Wishiwashi,7,Water,,Small Fry Pokémon,0.2,0.3,Schooling,,,45,20,20,25,25,40,175,1 HP,60,50,61,Fast,Water 2,,50.0,50.0,15,Ordinary
0747,Mareanie,7,Poison,Water,Brutal Star Pokémon,0.4,8.0,Merciless,Limber,Regenerator,50,53,62,43,52,45,305,1 Defense,190,50,61,Medium Fast,Water 1,,50.0,50.0,20,Ordinary
0748,Toxapex,7,Poison,Water,Brutal Star Pokémon,0.7,14.5,Merciless,Limber,Regenerator,50,63,152,53,142,35,495,2 Defense,75,50,173,Medium Fast,Water 1,,50.0,50.0,20,Ordinary
0749,Mudbray,7,Ground,,Donkey Pokémon,1.0,110.0,Own Tempo,Stamina,Inner Focus,70,100,70,45,55,45,385,1 Attack,190,50,77,Medium Fast,Field,,50.0,50.0,20,Ordinary
0750,Mudsdale,7,Ground,,Draft Horse Pokémon,2.5,920.0,Own Tempo,Stamina,Inner Focus,100,125,100,55,85,35,500,2 Attack,60,50,175,Medium Fast,Field,,50.0,50.0,20,Ordinary
0751,Dewpider,7,Water,Bug,Water Bubble Pokémon,0.3,4.0,Water Bubble,Water Absorb,,38,40,52,40,72,27,269,1 Sp. Def,200,50,54,Medium Fast,Bug ,Water 1,50.0,50.0,15,Ordinary
0752,Araquanid,7,Water,Bug,Water Bubble Pokémon,1.8,82.0,Water Bubble,Water Absorb,,68,70,92,50,132,42,454,2 Sp. Def,100,50,159,Medium Fast,Bug ,Water 1,50.0,50.0,15,Ordinary
0753,Fomantis,7,Grass,,Sickle Grass Pokémon,0.3,1.5,Leaf Guard,Contrary,,40,55,35,50,35,35,250,1 Attack,190,50,50,Medium Fast,Grass,,50.0,50.0,20,Ordinary
0754,Lurantis,7,Grass,,Bloom Sickle Pokémon,0.9,18.5,Leaf Guard,Contrary,,70,105,90,80,90,45,480,2 Attack,75,50,168,Medium Fast,Grass,,50.0,50.0,20,Ordinary
0755,Morelull,7,Grass,Fairy,Illuminating Pokémon,0.2,1.5,Illuminate,Effect Spore,Rain Dish,40,35,55,65,75,15,285,1 Sp. Def,190,50,57,Medium Fast,Grass,,50.0,50.0,20,Ordinary
0756,Shiinotic,7,Grass,Fairy,Illuminating Pokémon,1.0,11.5,Illuminate,Effect Spore,Rain Dish,60,45,80,90,100,30,405,2 Sp. Def,75,50,142,Medium Fast,Grass,,50.0,50.0,20,Ordinary
0757,Salandit,7,Poison,Fire,Toxic Lizard Pokémon,0.6,4.8,Corrosion,Oblivious,,48,44,40,71,40,77,320,1 Speed,120,50,64,Medium Fast,Dragon ,Monster,87.5,12.5,20,Ordinary
0758,Salazzle,7,Poison,Fire,Toxic Lizard Pokémon,1.2,22.2,Corrosion,Oblivious,,68,64,60,111,60,117,480,2 Speed,45,50,168,Medium Fast,Dragon ,Monster,0.0,100.0,20,Ordinary
0759,Stufful,7,Normal,Fighting,Flailing Pokémon,0.5,6.8,Fluffy,Klutz,Cute Charm,70,75,50,45,50,50,340,1 Attack,140,50,68,Medium Fast,Field,,50.0,50.0,15,Ordinary
0760,Bewear,7,Normal,Fighting,Strong Arm Pokémon,2.1,135.0,Fluffy,Klutz,Unnerve,120,125,80,55,60,60,500,2 Attack,70,50,175,Medium Fast,Field,,50.0,50.0,15,Ordinary
0761,Bounsweet,7,Grass,,Fruit Pokémon,0.3,3.2,Leaf Guard,Oblivious,Sweet Veil,42,30,38,30,38,32,210,1 HP,235,50,42,Medium Slow,Grass,,0.0,100.0,20,Ordinary
0762,Steenee,7,Grass,,Fruit Pokémon,0.7,8.2,Leaf Guard,Oblivious,Sweet Veil,52,40,48,40,48,62,290,2 Speed,120,50,102,Medium Slow,Grass,,0.0,100.0,20,Ordinary
0763,Tsareena,7,Grass,,Fruit Pokémon,1.2,21.4,Leaf Guard,Queenly Majesty,Sweet Veil,72,120,98,50,98,72,510,3 Attack,45,50,255,Medium Slow,Grass,,0.0,100.0,20,Ordinary
0764,Comfey,7,Fairy,,Posy Picker Pokémon,0.1,0.3,Flower Veil,Triage,Natural Cure,51,52,90,82,110,100,485,2 Sp. Def,60,50,170,Fast,Grass,,25.0,75.0,20,Ordinary
0765,Oranguru,7,Normal,Psychic,Sage Pokémon,1.5,76.0,Inner Focus,Telepathy,Symbiosis,90,60,80,90,110,60,490,2 Sp. Def,45,50,172,Slow,Field,,50.0,50.0,20,Ordinary
0766,Passimian,7,Fighting,,Teamwork Pokémon,2.0,82.8,Receiver,Defiant,,100,120,90,40,60,80,490,2 Attack,45,50,172,Slow,Field,,50.0,50.0,20,Ordinary
0767,Wimpod,7,Bug,Water,Turn Tail Pokémon,0.5,12.0,Wimp Out,,,25,35,40,20,30,80,230,1 Speed,90,50,46,Medium Fast,Bug ,Water 3,50.0,50.0,20,Ordinary
0768,Golisopod,7,Bug,Water,Hard Scale Pokémon,2.0,108.0,Emergency Exit,,,75,125,140,60,90,40,530,2 Defense,45,50,186,Medium Fast,Bug ,Water 3,50.0,50.0,20,Ordinary
